QID,Filename,Start Frame,End Frame,Question,Answer,Explanation
2233,S03E17,4542,4820,Why was Jerry laughing?,Jerry was amused.,Jerry found it funny that the seal stole the fish from Tom.
2234,S03E17,4900,4990,Why did Tom release Jerry?,Tom was shocked and released his grip on Jerry.,Tom was shocked to be lifted up by the seal and released his grip on Jerry.
2235,S03E17,5047,5260,Why were Jerry and the seal smiling?,Jerry and the seal were happy.,Jerry and the seal were happy that Tom was hurt by getting hit on the head.
2236,S03E17,5813,6017,why did jerry take a sack ,because jerry wanted to use the sack to pack the seal,because jerry wanted to appear helpful to trick tom and take the seal away from tom
2237,S03E17,6155,6349,why did tom crack into pieces,because tom bumped into the hydrant,"because jerry put the sack on the hydrant to trick tom into thinking that the hydrant was the seal, causing Tom to run straight into the hydrant."
2238,S03E17,6434,6626,why did the seal climb up the pipe?,The seal wanted to get to the roof.,The seal wanted to get on the roof to get away from Tom who was chasing the seal.
2239,S03E17,6674,6876,why did the seal break the wire,because the seal wanted to swing with the wire off the roof,because tom was chasing after the seal and the seal wanted to get away from Tom by swinging on the wire.
2240,S03E17,6674,7039,why did tom run into the telephone pole,because tom was swinging with the wire and tom hit the telephone pole,Tom was chasing the seal and swung into the telephone pole.
2241,S03E17,7143,7460,Why did the seal tie the wires together?,The seal wanted to cause Tom's bicycle to break into three parts.,The seal wanted to cause Tom's bicycle to break to make it harder for Tom to chase the seal.
2242,S03E17,7499,7692,why did the seal jump down,because jerry took a glass of water on the ground to catch the seal,because the seal wanted to run away from tom
2243,S03E17,7886,8130,why did tom cut the wheel,because tom wanted to put on the wheel,because tom wanted to dress up like a seal
2244,S03E17,8315,8575,why did tom throw the ball away,Tom wanted the seal to chase after the ball.,Tom wanted the seal to chase the ball so that Tom could bury Jerry without the seal seeing.
2245,S03E17,8656,8990,why did tom go outside with the ball,because tom wanted to lure the seal with the ball.,Tom wanted to lure the seal outside to catch the seal.
2246,S03E17,9034,9288,why did tom fail to catch the seal,because tom was caught by the circus,because the circus recognised tom as the seal as tom dressed up like the seal
2247,S03E17,9357,9574,why did tom blow horns,because tom was performing in the circus,because tom played the role of the seal
2248,S03E17,9637,9889,why did tom get a fish,because the audience threw the fish to tom,Tom was being rewarded with a fish for his performance.
2249,S03E18,660,900,Why was Spike holding his foot and screaming?,Spike had stepped on a nail.,Spike was in pain.
2250,S03E18,765,1075,Why did Jerry open the door?,Jerry heard Spike's scream.,Jerry was curious to find out what was happening.
2251,S03E18,765,1250,Why did Jerry bring a hammer?,Jerry wanted to use the hammer to pry the nail out of Spike's foot.,Jerry wanted to help Spike by prying the nail out of Spike's foot so that Spike would not be in pain.
2252,S03E18,1000,1560,Why did Spike look stunned?,Spike saw Jerry holding the nail.,Spike thought that he was still in pain when the nail was already out of his foot.
2253,S03E18,765,1950,Why did Spike hand Jerry a bell?,"Spike let Jerry know that whenever Jerry was in trouble, Jerry could ring the bell.",Spike wanted to show his gratitude to Jerry by becoming Jerry's protector.
2254,S03E18,2050,2250,Why did Tom jump up?,Tom saw Jerry.,Tom was excited to hide and catch Jerry.
2255,S03E18,2215,2370,Why did Tom ring the bell?,Tom was curious about the bell.,Tom wanted to figure out why Jerry was holding a bell.
2256,S03E18,2265,2745,Why did Spike hit Tom?,Spike heard the bell ring and thought that Jerry was in trouble.,Spike wanted to protect Jerry and inflict pain on Tom.
2257,S03E18,2920,2975,Why did Tom trap Jerry with the flower pot?,Tom wanted to catch Jerry.,Tom wanted to take revenge on Jerry for asking Spike hit Tom.
2258,S03E18,2920,3120,Why did Jerry ring the bell through the flower pot hole?,Jerry wanted Spike's help.,Tom had trapped Jerry with a flower pot so Jerry wanted Spike to hear the bell and come to save Jerry.
2259,S03E18,2920,3665,Why was Tom serving Jerry food?,Tom became Jerry's slave.,Tom was threatened by Jerry as Tom was afraid that Jerry ring the bell and call Spike to hurt Tom.
2260,S03E18,3550,3905,Why did Jerry lick his lips?,Jerry saw the cheese platters that Tom brought.,Jerry wanted to eat the cheese.
2261,S03E18,3950,4275,Why did Tom look surprised?,Tom read in the newspapers that a leash law on dogs had been passed.,Tom was delighted that Spike would no longer be able to roam freely.
2262,S03E18,4485,4770,Why did Tom shake his head at Spike?,Tom was mocking Spike.,Tom felt pity for Spike that Spike was restrained and Spike looked sad.
2263,S03E18,4810,5130,Why did Tom measure the leash?,Tom wanted to measure the distance that Spike could travel.,Tom wanted to stand at a spot where Spike could not reach Tom.
2264,S03E18,5000,5440,Why did Tom hit Spike?,Tom was mocking Spike by inflicting pain on Spike.,"Tom knew that Spike would not be able to reach Tom as Spike restrained by a leash, so Spike would not be able to hit Tom back."
2265,S03E18,5000,5440,Why was Spike angry?,Tom was continuously hitting Spike.,Spike was frustrated that Spike could not hit Tom back due to the restraining leash.
2266,S03E18,5100,5945,Why did Tom hit Jerry?,Tom wanted to inflict pain on Jerry.,Tom took the chance to hurt Jerry as Tom knew that Spike could not come to save Jerry as Spike was restrained by a leash.
2267,S03E18,5550,5845,Why did Jerry look confused?,Jerry did not see Spike coming.,Spike did not come despite Jerry ringing the bell.
2268,S03E18,5550,6120,Why did Tom give a platter of bells to Jerry?,Tom wanted Jerry to try different size of bells to call Spike.,Tom was mocking Jerry to make Jerry realise that Spike would not come to save Jerry anymore.
2269,S03E18,5945,6300,Why was Jerry running away?,Jerry realised that Spike would not be able to save him from Tom.,Jerry was afraid of Tom inflicting pain on Jerry.
2270,S03E18,6120,6520,Why was Jerry ringing the bell frantically?,Jerry was being chased and hit by Tom.,Jerry wanted Spike's help as Tom was chasing Jerry.
2271,S03E18,6520,6660,Why did Spike look sad?,Spike was restrained by a leash.,Spike had resigned to his fate.
2272,S03E18,6760,6960,Why did Tom put a pipe in Spike's mouth?,Tom was taunting the angry Spike who was trying to bite Tom.,Tom wanted to break Spike's teeth while Spike was biting the pipe.
2273,S03E18,7185,7565,Why did Spike erase and redraw the line?,Spike drew a closer line in a spot where Spike could reach.,Spike wanted to grab and hit Tom when Tom stood by the closer line.
2274,S03E18,7185,7735,Why did Tom look shocked?,Spike was able to grab Tom.,Tom realised that he had been tricked.
2275,S03E18,8080,8375,Why was Jerry serving Tom food?,Jerry became Tom's slave.,Jerry was threatened by Tom and did not want to be hit by Tom.
2276,S03E18,8470,8690,Why did Jerry look surprised?,Jerry read in the newspapers that a leash law on dogs had been lifted.,Jerry was delighted that Spike would be free and could protect Jerry.
2277,S03E18,8080,8900,Why did Jerry hit Tom with the newspaper?,Jerry wanted to inflict pain on Tom.,Jerry was annoyed that he had to serve Tom food and wanted to hit Tom with the newspaper to inflict pain on Tom.
2278,S03E18,8900,9125,Why did Spike hit Tom with the newspaper?,Spike heard the bell ring.,Spike heard the bell ring and he wanted to save Jerry by inflicting pain on Tom.
2279,S03E18,8900,9310,Why did Tom look confused?,Tom did not know who was hitting Tom.,Tom did not expect to see Spike hitting Tom.
2280,S03E19,635,1470,Why was Mammy Two Shoes sweeping around Tom?,Mammy Two Shoes was doing housework while Tom was relaxing.,Mammy Two Shoes did not want to disturb Tom who was relaxing as it was late.
2281,S03E19,950,1470,Why did Tom ignore Jerry?,Tom did not intend to catch Jerry as Tom was relaxing.,Tom was lazy and Tom did not want to catch Jerry.
2282,S03E19,1470,2170,Why did Mammy Two Shoes order a new cat?,Mammy Two Shoes wanted to replace the old-fashioned Tom.,"Mammy Two Shoes wanted a clean, efficient and dependent cat."
2283,S03E19,2170,2545,Why did Mammy Two Shoes ask Tom to come?,Mammy Two Shoes wanted to introduce Mechano to Tom.,Mammy Two Shoes wanted to tell Tom that he had been replaced by Mechano.
2284,S03E19,2370,2755,Why did Tom and Jerry laugh?,Tom and Jerry saw the robotic cat Mechano.,Tom and Jerry were in disbelief that the robot cat could replace Tom.
2285,S03E19,2800,3155,Why did Mammy Two Shoes turn on the switch?,Mammy Two Shoes wanted to activate the mouse-catching Mechano.,Mammy Two Shoes wanted to show Tom how good Mechano's mouse-catching skills were.
2286,S03E19,2915,3155,Why did Mechano hit Jerry with a hammer?,Mechano wanted to knock Jerry out.,Mechano wanted to stun Jerry in order to sweep Jerry up and slingshot Jerry out of the window.
2287,S03E19,2915,3155,Why did Mechano slingshot Jerry out of the window?,Mechano wanted to kick Jerry out of the house.,Mechano was fulfilling his responsibility as a mouse-catcher to kick Jerry out.
2288,S03E19,2915,3240,Why did Tom look shocked?,Tom saw Mechano catch and kick Jerry out of the house.,Tom realised that he had underestimated Mechano's abilities of catching mice.
2289,S03E19,3155,3920,Why did Tom pack a bag and trudge away?,Tom was leaving the house.,Tom knew that he had been replaced by the new mouse-catching Mechano.
2290,S03E19,4395,4615,Why did Jerry hide behind an envelope?,Jerry wanted to sneak into the house without being seen by Mechano.,Jerry thought that he would be able to evade Mechano using a disguise.
2291,S03E19,4395,4740,Why did Mechano hit Jerry out of the window?,Mechano wanted to kick Jerry out of the house.,Mechano was fulfilling his responsibility as a mouse-catcher.
2292,S03E19,4780,5015,Why did Jerry push a hose into the mouse hole?,Jerry wanted to crawl through the hose from the window to the mouse hole.,Jerry thought that he would be able to evade Mechano using a disguise.
2293,S03E19,4780,5450,Why did Mechano axe the hose?,Mechano wanted to prevent Jerry from crawling through the hose to the mouse hole.,Mechano wanted to catch and throw Jerry out of the house.
2294,S03E19,5495,5975,Why did Jerry put himself on a catapult?,Jerry wanted to catapult himself from the outdoors into the mouse hole.,Jerry thought that he would be able to evade Mechano with speed.
2295,S03E19,5495,6150,Why did Mechano block the mouse hole?,Mechano wanted to prevent Jerry from catapulting himself into the mouse hole.,Mechano wanted to catch and throw Jerry out of the house.
2296,S03E19,6000,6150,Why did Mechano shoot Jerry out of the house?,Mechano wanted to kick Jerry out of the house.,Mechano was fulfilling his responsibility as a mouse-catcher.
2297,S03E19,6180,6610,Why did Jerry send mechanical mouses into the house?,Jerry wanted to create a diversion for Mechano.,Jerry wanted to use the mechanical mice to distract Mechano so that Mechano would chase the mechanical mice instead of Jerry.
2298,S03E19,6365,6690,Why was Mechano chasing the clockwork mice?,Mechano wanted to catch the clockwork mice and kick them out of the house.,"Mechano's job was to detect, chase and catch mice."
2299,S03E19,6365,7315,Why did Mechano destroy the furniture?,Mechano was using various weapons.,Mechano was using weapons to break through furnitures that were in the way in order to chase mice.
2300,S03E19,6690,7530,Why was Mammy Two Shoes screaming?,Mammy Two Shoes saw the house in a mess.,Mammy Two Shoes was flustered and angry.
2301,S03E19,7530,7870,Why was Mammy Two Shoes running?,Mammy Two Shoes was being chased by a mouse and Mechano.,Mammy Two Shoes did not want to be hurt by Mechano.
2302,S03E19,7530,8640,Why did Mammy Two shoes call for Tom?,Mammy Two Shoes was calling Tom for help.,Mammy Two Shoes wanted Tom to come back and replace Mechano.
2303,S03E19,8350,8640,Why did Mammy Two shoes shake Tom's hand?,Mammy Two Shoes was glad to see Tom.,Mammy Two Shoes was grateful to have Tom back on mouse-catching duties.
2304,S03E19,8640,9360,Why did Jerry turn on the switch?,Jerry wanted to activate Mechano.,Jerry wanted to cause more destruction in the house so that Jerry would not be caught.
2305,S03E19,8640,9360,Why was Tom chasing the clockwork mice?,Tom was behaving like Mechano.,"Tom had Mechano's computer hub inside of him, programmed to catch mice."
